date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:03:05	592499/592499	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Mar%202024%2018:31:48%20GMT	https://oklumi.com/cdn/shop/files/2.png?v=1696917437	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/2ffc5.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:05	299248/299248	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:32%20GMT	https://oklumi.com/cdn/shop/files/3.png?v=1696917437	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/3ffc5.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:06%20GMT	http://oklumi.com/cdn/shop/files/1.png?v=1696917437&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/1a331.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:08	853946/853946	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:32%20GMT	https://oklumi.com/cdn/shop/files/4.png?v=1696917437	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/4ffc5.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:08	1637649/1637649	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:32%20GMT	https://oklumi.com/cdn/shop/files/5.png?v=1696919261	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/5f51c.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:09%20GMT	http://oklumi.com/cdn/shop/files/2.png?v=1696917437&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/2a331.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:09	175368/175368	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:29%20GMT	https://oklumi.com/cdn/shop/files/1.png?v=1696917437&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/1a331.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:11%20GMT	http://oklumi.com/cdn/shop/files/3.png?v=1696917437&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/3a331.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:11	592499/592499	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:29%20GMT	https://oklumi.com/cdn/shop/files/2.png?v=1696917437&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/2a331.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:13%20GMT	http://oklumi.com/cdn/shop/files/4.png?v=1696917437&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/4a331.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:13	299248/299248	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:29%20GMT	https://oklumi.com/cdn/shop/files/3.png?v=1696917437&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/3a331.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:15%20GMT	http://oklumi.com/cdn/shop/files/5.png?v=1696919261&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/512f5.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:15	853946/853946	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Mar%202024%2021:30:20%20GMT	https://oklumi.com/cdn/shop/files/4.png?v=1696917437&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/4a331.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:17%20GMT	http://oklumi.com/cdn/shop/files/6.png?v=1696919261&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/612f5.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:17	1637649/1637649	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Mar%202024%2021:30:21%20GMT	https://oklumi.com/cdn/shop/files/5.png?v=1696919261&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/512f5.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:19%20GMT	http://oklumi.com/cdn/shop/files/1.png?v=1696917437&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/195b0.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:19	267700/267700	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Mar%202024%2007:43:46%20GMT	https://oklumi.com/cdn/shop/files/6.png?v=1696919261&width=1946	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/612f5.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:21%20GMT	http://oklumi.com/cdn/shop/files/2.png?v=1696917437&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/295b0.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:21	63878/63878	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Mar%202024%2007:43:47%20GMT	https://oklumi.com/cdn/shop/files/1.png?v=1696917437&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/195b0.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:23%20GMT	http://oklumi.com/cdn/shop/files/3.png?v=1696917437&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/395b0.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:23	127640/127640	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:29%20GMT	https://oklumi.com/cdn/shop/files/2.png?v=1696917437&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/295b0.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:25%20GMT	http://oklumi.com/cdn/shop/files/4.png?v=1696917437&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/495b0.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:25	75861/75861	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:29%20GMT	https://oklumi.com/cdn/shop/files/3.png?v=1696917437&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/395b0.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:27%20GMT	http://oklumi.com/cdn/shop/files/5.png?v=1696919261&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/52a44.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:27	182037/182037	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:29%20GMT	https://oklumi.com/cdn/shop/files/4.png?v=1696917437&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/495b0.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:29%20GMT	http://oklumi.com/cdn/shop/files/6.png?v=1696919261&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/62a44.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:29	231863/231863	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:29%20GMT	https://oklumi.com/cdn/shop/files/5.png?v=1696919261&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/52a44.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:31%20GMT	http://oklumi.com/cdn/shop/files/1.png?v=1696917437&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/10a7d.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:31	85542/85542	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Mar%202024%2007:43:48%20GMT	https://oklumi.com/cdn/shop/files/6.png?v=1696919261&width=416	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/62a44.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:33%20GMT	http://oklumi.com/cdn/shop/files/2.png?v=1696917437&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/20a7d.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:33	175368/175368	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:32%20GMT	https://oklumi.com/cdn/shop/files/1.png?v=1696917437&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/10a7d.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:34%20GMT	http://oklumi.com/cdn/shop/files/3.png?v=1696917437&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/30a7d.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:35	592499/592499	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:32%20GMT	https://oklumi.com/cdn/shop/files/2.png?v=1696917437&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/20a7d.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:39%20GMT	http://oklumi.com/cdn/shop/files/4.png?v=1696917437&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/40a7d.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:39	299248/299248	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:32%20GMT	https://oklumi.com/cdn/shop/files/3.png?v=1696917437&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/30a7d.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:40%20GMT	http://oklumi.com/cdn/shop/files/5.png?v=1696919261&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/5497e.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:40	853946/853946	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:32%20GMT	https://oklumi.com/cdn/shop/files/4.png?v=1696917437&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/40a7d.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:42%20GMT	http://oklumi.com/cdn/shop/files/6.png?v=1696919261&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/6497e.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:41	1637649/1637649	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:32%20GMT	https://oklumi.com/cdn/shop/files/5.png?v=1696919261&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/5497e.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:43	267700/267700	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2002:56:33%20GMT	https://oklumi.com/cdn/shop/files/6.png?v=1696919261&width=1445	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shop/files/6497e.png	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:45	269070/269070	---M--	200	added ('OK')	image/webp	date:Sun,%2009%20Jul%202023%2014:28:23%20GMT	https://ae01.alicdn.com/kf/A6e0c04faff284c03b552766a97d2cafaX.jpg	C:/Users/sura/Downloads/mtayms%20clone/ae01.alicdn.com/kf/A6e0c04faff284c03b552766a97d2cafaX.jpg	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:45	83864/83864	---M--	200	added ('OK')	image/webp	date:Tue,%2025%20Jul%202023%2011:16:32%20GMT	https://ae01.alicdn.com/kf/A8175159eb21444e3a1eefd2e619505bdH.jpg	C:/Users/sura/Downloads/mtayms%20clone/ae01.alicdn.com/kf/A8175159eb21444e3a1eefd2e619505bdH.jpg	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:45	108496/108496	---M--	200	added ('OK')	image/webp	date:Tue,%2025%20Jul%202023%2011:16:32%20GMT	https://ae01.alicdn.com/kf/Af30ed5c0305b41a7805f4403a77b7d9fg.jpg	C:/Users/sura/Downloads/mtayms%20clone/ae01.alicdn.com/kf/Af30ed5c0305b41a7805f4403a77b7d9fg.jpg	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:46	90636/90636	---M--	200	added ('OK')	image/webp	date:Tue,%2025%20Jul%202023%2011:16:32%20GMT	https://ae01.alicdn.com/kf/Af455af64f970417ab1818843f57aed7bX.jpg	C:/Users/sura/Downloads/mtayms%20clone/ae01.alicdn.com/kf/Af455af64f970417ab1818843f57aed7bX.jpg	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:46	16754/16754	---M--	200	added ('OK')	image/webp	date:Fri,%2008%20Sep%202023%2003:58:49%20GMT	https://ae01.alicdn.com/kf/Ae3714577a2e64a01998875258f6062695.jpg	C:/Users/sura/Downloads/mtayms%20clone/ae01.alicdn.com/kf/Ae3714577a2e64a01998875258f6062695.jpg	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:47	11740/11740	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2000:56:07%20GMT	https://ae01.alicdn.com/kf/A7b285edae265461885358e772ebc284b6.jpg	C:/Users/sura/Downloads/mtayms%20clone/ae01.alicdn.com/kf/A7b285edae265461885358e772ebc284b6.jpg	(from https://oklumi.com/products/salange-projector-screen-16-9-metal-anti-light-curtain-reflective-fabric-cloth-for-yg300-xgimi-h3-halo-mogo-xiaomi-dlp-projector)
11:03:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Mar%202024%2008:03:48%20GMT	http://oklumi.com/cdn/shopifycloud/shopify/assets/storefront/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shopifycloud/shopify/assets/storefront/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	(from https://oklumi.com/policies/refund-policy)
11:03:48	151/151	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Nov%202023%2010:15:16%20GMT	https://oklumi.com/cdn/shopifycloud/shopify/assets/storefront/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/cdn/shopifycloud/shopify/assets/storefront/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	(from https://oklumi.com/policies/refund-policy)
11:03:49	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:066543180f993e02015b2511a8ec56d7%22	https://oklumi.com/policies/modules/chunk.common_a0168284.esm.js	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/policies/modules/chunk.common_a0168284.esm.js	(from https://oklumi.com/policies/refund-policy)
11:03:49	141357/141357	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:abac50787cc2776b731e61d13994fb41%22	https://oklumi.com/policies/POST	C:/Users/sura/Downloads/mtayms%20clone/oklumi.com/policies/POST	(from https://oklumi.com/policies/refund-policy)
